Index,Cancer,Drug,Gene,Raw P value,Link
320,Brain Lower Grade Glioma (LGG),Temozolomide,ZNF503,2.22E-16,LINK
321,Brain Lower Grade Glioma (LGG),Temozolomide,MIR606,2.22E-16,LINK
322,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SL518P,2.22E-16,LINK
323,Brain Lower Grade Glioma (LGG),Temozolomide,MTRNR2L7,3.33E-16,LINK
324,Brain Lower Grade Glioma (LGG),Temozolomide,ZNF248,3.33E-16,LINK
325,Brain Lower Grade Glioma (LGG),Temozolomide,C10orf11,3.33E-16,LINK
326,Brain Lower Grade Glioma (LGG),Temozolomide,SNORA31|ENSG00000252888.1,3.33E-16,LINK
327,Brain Lower Grade Glioma (LGG),Temozolomide,KCNMA1,3.33E-16,LINK
328,Brain Lower Grade Glioma (LGG),Temozolomide,RNA5SP321,3.33E-16,LINK
329,Brain Lower Grade Glioma (LGG),Temozolomide,DLG5,3.33E-16,LINK
330,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SL284P,3.33E-16,LINK
331,Brain Lower Grade Glioma (LGG),Temozolomide,POLR3A,3.33E-16,LINK
332,Brain Lower Grade Glioma (LGG),Temozolomide,RPS24,3.33E-16,LINK
333,Brain Lower Grade Glioma (LGG),Temozolomide,SNORA71|ENSG00000201393.1,3.33E-16,LINK
334,Brain Lower Grade Glioma (LGG),Temozolomide,ZMIZ1,3.33E-16,LINK
335,Brain Lower Grade Glioma (LGG),Temozolomide,SNORA40|ENSG00000237002.2,4.44E-16,LINK
336,Brain Lower Grade Glioma (LGG),Temozolomide,NAMPTL,4.44E-16,LINK
337,Brain Lower Grade Glioma (LGG),Temozolomide,ANKRD30A,4.44E-16,LINK
338,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SL314P,4.44E-16,LINK
339,Brain Lower Grade Glioma (LGG),Temozolomide,PRKG1,4.44E-16,LINK
340,Brain Lower Grade Glioma (LGG),Temozolomide,MAT1A,4.44E-16,LINK
341,Brain Lower Grade Glioma (LGG),Temozolomide,DYDC1,4.44E-16,LINK
342,Brain Lower Grade Glioma (LGG),Temozolomide,DYDC2,4.44E-16,LINK
343,Brain Lower Grade Glioma (LGG),Temozolomide,FAM213A,4.44E-16,LINK
344,Brain Lower Grade Glioma (LGG),Temozolomide,TSPAN14,4.44E-16,LINK
345,Brain Lower Grade Glioma (LGG),Temozolomide,SH2D4B,4.44E-16,LINK
346,Brain Lower Grade Glioma (LGG),Temozolomide,UPF2,5.55E-16,LINK
347,Brain Lower Grade Glioma (LGG),Temozolomide,DHTKD1,5.55E-16,LINK
348,Brain Lower Grade Glioma (LGG),Temozolomide,MIR548AK,5.55E-16,LINK
349,Brain Lower Grade Glioma (LGG),Temozolomide,SEC61A2,5.55E-16,LINK
350,Brain Lower Grade Glioma (LGG),Temozolomide,U6|ENSG00000272507.1,5.55E-16,LINK
351,Brain Lower Grade Glioma (LGG),Temozolomide,snoU13|ENSG00000238900.1,5.55E-16,LINK
352,Brain Lower Grade Glioma (LGG),Temozolomide,NUDT5,5.55E-16,LINK
353,Brain Lower Grade Glioma (LGG),Temozolomide,CDC123,5.55E-16,LINK
354,Brain Lower Grade Glioma (LGG),Temozolomide,PARG,5.55E-16,LINK
355,Brain Lower Grade Glioma (LGG),Temozolomide,AGAP7,5.55E-16,LINK
356,Brain Lower Grade Glioma (LGG),Temozolomide,AGAP8,5.55E-16,LINK
357,Brain Lower Grade Glioma (LGG),Temozolomide,FAM21D,5.55E-16,LINK
358,Brain Lower Grade Glioma (LGG),Temozolomide,FAM25D,5.55E-16,LINK
359,Brain Lower Grade Glioma (LGG),Temozolomide,MSMB,5.55E-16,LINK
360,Brain Lower Grade Glioma (LGG),Temozolomide,RNA5SP316,5.55E-16,LINK
361,Brain Lower Grade Glioma (LGG),Temozolomide,SNORA74|ENSG00000223182.1,5.55E-16,LINK
362,Brain Lower Grade Glioma (LGG),Temozolomide,TIMM23B,5.55E-16,LINK
363,Brain Lower Grade Glioma (LGG),Temozolomide,NCOA4,6.66E-16,LINK
364,Brain Lower Grade Glioma (LGG),Temozolomide,AGAP6,6.66E-16,LINK
365,Brain Lower Grade Glioma (LGG),Temozolomide,ASAH2,6.66E-16,LINK
366,Brain Lower Grade Glioma (LGG),Temozolomide,FAM21A,6.66E-16,LINK
367,Brain Lower Grade Glioma (LGG),Temozolomide,LINC00843,6.66E-16,LINK
368,Brain Lower Grade Glioma (LGG),Temozolomide,RMRPP4,6.66E-16,LINK
369,Brain Lower Grade Glioma (LGG),Temozolomide,RNA5SP317,6.66E-16,LINK
370,Brain Lower Grade Glioma (LGG),Temozolomide,SGMS1,6.66E-16,LINK
371,Brain Lower Grade Glioma (LGG),Temozolomide,SNORA74|ENSG00000223111.1,6.66E-16,LINK
372,Brain Lower Grade Glioma (LGG),Temozolomide,TIMM23,6.66E-16,LINK
373,Brain Lower Grade Glioma (LGG),Temozolomide,ASAH2B,6.66E-16,LINK
374,Brain Lower Grade Glioma (LGG),Temozolomide,A1CF,6.66E-16,LINK
375,Brain Lower Grade Glioma (LGG),Temozolomide,MIR605,6.66E-16,LINK
376,Brain Lower Grade Glioma (LGG),Temozolomide,CSTF2T,6.66E-16,LINK
377,Brain Lower Grade Glioma (LGG),Temozolomide,DKK1,6.66E-16,LINK
378,Brain Lower Grade Glioma (LGG),Temozolomide,MBL2,6.66E-16,LINK
379,Brain Lower Grade Glioma (LGG),Temozolomide,LINC00856,6.66E-16,LINK
380,Brain Lower Grade Glioma (LGG),Temozolomide,LINC00595,6.66E-16,LINK
381,Brain Lower Grade Glioma (LGG),Temozolomide,ANXA11,7.77E-16,LINK
382,Brain Lower Grade Glioma (LGG),Temozolomide,EIF5AL1,7.77E-16,LINK
383,Brain Lower Grade Glioma (LGG),Temozolomide,LINC00857,7.77E-16,LINK
384,Brain Lower Grade Glioma (LGG),Temozolomide,MBL1P,7.77E-16,LINK
385,Brain Lower Grade Glioma (LGG),Temozolomide,NUTM2B,7.77E-16,LINK
386,Brain Lower Grade Glioma (LGG),Temozolomide,NUTM2E,7.77E-16,LINK
387,Brain Lower Grade Glioma (LGG),Temozolomide,PLAC9,7.77E-16,LINK
388,Brain Lower Grade Glioma (LGG),Temozolomide,SFTPA1,7.77E-16,LINK
389,Brain Lower Grade Glioma (LGG),Temozolomide,SFTPA2,7.77E-16,LINK
390,Brain Lower Grade Glioma (LGG),Temozolomide,SFTPD,7.77E-16,LINK
391,Brain Lower Grade Glioma (LGG),Temozolomide,TMEM254,7.77E-16,LINK
392,Brain Lower Grade Glioma (LGG),Temozolomide,PARD3,8.88E-16,LINK
393,Brain Lower Grade Glioma (LGG),Temozolomide,CUL2,8.88E-16,LINK
394,Brain Lower Grade Glioma (LGG),Temozolomide,MIR3611,8.88E-16,LINK
395,Brain Lower Grade Glioma (LGG),Temozolomide,CREM,8.88E-16,LINK
396,Brain Lower Grade Glioma (LGG),Temozolomide,CCNY,8.88E-16,LINK
397,Brain Lower Grade Glioma (LGG),Temozolomide,GJD4,8.88E-16,LINK
398,Brain Lower Grade Glioma (LGG),Temozolomide,FZD8,8.88E-16,LINK
399,Brain Lower Grade Glioma (LGG),Temozolomide,MIR4683,8.88E-16,LINK
400,Brain Lower Grade Glioma (LGG),Temozolomide,USP6NL,1.11E-15,LINK
401,Brain Lower Grade Glioma (LGG),Temozolomide,ECHDC3,1.11E-15,LINK
402,Brain Lower Grade Glioma (LGG),Temozolomide,PROSER2,1.11E-15,LINK
403,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SL232P,1.11E-15,LINK
404,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SL198P,1.11E-15,LINK
405,Brain Lower Grade Glioma (LGG),Temozolomide,CAMK1D,1.11E-15,LINK
406,Brain Lower Grade Glioma (LGG),Temozolomide,SNORD45|ENSG00000252438.1,1.11E-15,LINK
407,Brain Lower Grade Glioma (LGG),Temozolomide,RNU6ATAC39P,1.11E-15,LINK
408,Brain Lower Grade Glioma (LGG),Temozolomide,MIR4480,1.11E-15,LINK
409,Brain Lower Grade Glioma (LGG),Temozolomide,MIR548Q,1.11E-15,LINK
410,Brain Lower Grade Glioma (LGG),Temozolomide,CCDC3,1.11E-15,LINK
411,Brain Lower Grade Glioma (LGG),Temozolomide,RNA5SP300,1.11E-15,LINK
412,Brain Lower Grade Glioma (LGG),Temozolomide,OPTN,1.11E-15,LINK
413,Brain Lower Grade Glioma (LGG),Temozolomide,MCM10,1.11E-15,LINK
414,Brain Lower Grade Glioma (LGG),Temozolomide,UCMA,1.11E-15,LINK
415,Brain Lower Grade Glioma (LGG),Temozolomide,PHYH,1.11E-15,LINK
416,Brain Lower Grade Glioma (LGG),Temozolomide,SEPHS1,1.11E-15,LINK
417,Brain Lower Grade Glioma (LGG),Temozolomide,BEND7,1.11E-15,LINK
418,Brain Lower Grade Glioma (LGG),Temozolomide,PRPF18,1.11E-15,LINK
419,Brain Lower Grade Glioma (LGG),Temozolomide,FRMD4A,1.11E-15,LINK
420,Brain Lower Grade Glioma (LGG),Temozolomide,RNA5SP301,1.11E-15,LINK
421,Brain Lower Grade Glioma (LGG),Temozolomide,MIR4293,1.11E-15,LINK
422,Brain Lower Grade Glioma (LGG),Temozolomide,MIR1265,1.11E-15,LINK
423,Brain Lower Grade Glioma (LGG),Temozolomide,FAM107B,1.11E-15,LINK
424,Brain Lower Grade Glioma (LGG),Temozolomide,RNA5SP302,1.11E-15,LINK
425,Brain Lower Grade Glioma (LGG),Temozolomide,CDNF,1.11E-15,LINK
426,Brain Lower Grade Glioma (LGG),Temozolomide,HSPA14,1.11E-15,LINK
427,Brain Lower Grade Glioma (LGG),Temozolomide,SUV39H2,1.11E-15,LINK
428,Brain Lower Grade Glioma (LGG),Temozolomide,DCLRE1C,1.11E-15,LINK
429,Brain Lower Grade Glioma (LGG),Temozolomide,MEIG1,1.11E-15,LINK
430,Brain Lower Grade Glioma (LGG),Temozolomide,OLAH,1.11E-15,LINK
431,Brain Lower Grade Glioma (LGG),Temozolomide,ACBD7,1.11E-15,LINK
432,Brain Lower Grade Glioma (LGG),Temozolomide,C10orf111,1.11E-15,LINK
433,Brain Lower Grade Glioma (LGG),Temozolomide,NMT2,1.11E-15,LINK
434,Brain Lower Grade Glioma (LGG),Temozolomide,RPP38,1.11E-15,LINK
435,Brain Lower Grade Glioma (LGG),Temozolomide,FAM171A1,1.11E-15,LINK
436,Brain Lower Grade Glioma (LGG),Temozolomide,ITGA8,1.11E-15,LINK
437,Brain Lower Grade Glioma (LGG),Temozolomide,FAM188A,1.11E-15,LINK
438,Brain Lower Grade Glioma (LGG),Temozolomide,snoU13|ENSG00000239130.1,1.11E-15,LINK
439,Brain Lower Grade Glioma (LGG),Temozolomide,SNORA31|ENSG00000252537.1,1.11E-15,LINK
440,Brain Lower Grade Glioma (LGG),Temozolomide,snoU13|ENSG00000238552.1,1.11E-15,LINK
441,Brain Lower Grade Glioma (LGG),Temozolomide,PTER,1.11E-15,LINK
442,Brain Lower Grade Glioma (LGG),Temozolomide,C1QL3,1.11E-15,LINK
443,Brain Lower Grade Glioma (LGG),Temozolomide,RSU1,1.11E-15,LINK
444,Brain Lower Grade Glioma (LGG),Temozolomide,CUBN,1.11E-15,LINK
445,Brain Lower Grade Glioma (LGG),Temozolomide,TRDMT1,1.11E-15,LINK
446,Brain Lower Grade Glioma (LGG),Temozolomide,VIM,1.11E-15,LINK
447,Brain Lower Grade Glioma (LGG),Temozolomide,ST8SIA6,1.11E-15,LINK
448,Brain Lower Grade Glioma (LGG),Temozolomide,PTPLA,1.11E-15,LINK
449,Brain Lower Grade Glioma (LGG),Temozolomide,STAM,1.11E-15,LINK
450,Brain Lower Grade Glioma (LGG),Temozolomide,snoR442|ENSG00000251959.1,1.11E-15,LINK
451,Brain Lower Grade Glioma (LGG),Temozolomide,MRC1L1,1.11E-15,LINK
452,Brain Lower Grade Glioma (LGG),Temozolomide,MRC1,1.11E-15,LINK
453,Brain Lower Grade Glioma (LGG),Temozolomide,SLC39A12,1.11E-15,LINK
454,Brain Lower Grade Glioma (LGG),Temozolomide,TMEM236|ENSG00000148483.7,1.11E-15,LINK
455,Brain Lower Grade Glioma (LGG),Temozolomide,TMEM236|ENSG00000184040.7,1.11E-15,LINK
456,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SKP219,1.22E-15,LINK
457,Brain Lower Grade Glioma (LGG),Temozolomide,RNA5SP309,1.55E-15,LINK
458,Brain Lower Grade Glioma (LGG),Temozolomide,ZEB1,1.55E-15,LINK
459,Brain Lower Grade Glioma (LGG),Temozolomide,LINC00864,1.55E-15,LINK
460,Brain Lower Grade Glioma (LGG),Temozolomide,KLF6,2.22E-15,LINK
461,Brain Lower Grade Glioma (LGG),Temozolomide,AKR1E2,2.22E-15,LINK
462,Brain Lower Grade Glioma (LGG),Temozolomide,AKR1C1,2.22E-15,LINK
463,Brain Lower Grade Glioma (LGG),Temozolomide,U8|ENSG00000238840.1,2.22E-15,LINK
464,Brain Lower Grade Glioma (LGG),Temozolomide,AKR1C2,2.22E-15,LINK
465,Brain Lower Grade Glioma (LGG),Temozolomide,U8|ENSG00000239148.1,2.22E-15,LINK
466,Brain Lower Grade Glioma (LGG),Temozolomide,ADARB2,2.44E-15,LINK
467,Brain Lower Grade Glioma (LGG),Temozolomide,snoR442|ENSG00000252203.1,2.55E-15,LINK
468,Brain Lower Grade Glioma (LGG),Temozolomide,snoU13|ENSG00000239000.1,2.55E-15,LINK
469,Brain Lower Grade Glioma (LGG),Temozolomide,LINC00704,4.11E-15,LINK
470,Brain Lower Grade Glioma (LGG),Temozolomide,LINC00705,4.11E-15,LINK
471,Brain Lower Grade Glioma (LGG),Temozolomide,AKR1C3,4.11E-15,LINK
472,Brain Lower Grade Glioma (LGG),Temozolomide,U8|ENSG00000251740.1,4.11E-15,LINK
473,Brain Lower Grade Glioma (LGG),Temozolomide,U8|ENSG00000239142.1,4.11E-15,LINK
474,Brain Lower Grade Glioma (LGG),Temozolomide,AKR1CL1,4.11E-15,LINK
475,Brain Lower Grade Glioma (LGG),Temozolomide,AKR1C4,4.11E-15,LINK
476,Brain Lower Grade Glioma (LGG),Temozolomide,U8|ENSG00000251909.1,4.11E-15,LINK
477,Brain Lower Grade Glioma (LGG),Temozolomide,AKR1C7P,4.11E-15,LINK
478,Brain Lower Grade Glioma (LGG),Temozolomide,UCN3,4.11E-15,LINK
479,Brain Lower Grade Glioma (LGG),Temozolomide,TUBAL3,4.11E-15,LINK
480,Brain Lower Grade Glioma (LGG),Temozolomide,NET1,4.11E-15,LINK
481,Brain Lower Grade Glioma (LGG),Temozolomide,CALML5,4.11E-15,LINK
482,Brain Lower Grade Glioma (LGG),Temozolomide,CALML3,4.11E-15,LINK
483,Brain Lower Grade Glioma (LGG),Temozolomide,ASB13,4.11E-15,LINK
484,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SL445P,4.11E-15,LINK
485,Brain Lower Grade Glioma (LGG),Temozolomide,FAM208B,4.11E-15,LINK
486,Brain Lower Grade Glioma (LGG),Temozolomide,GDI2,4.11E-15,LINK
487,Brain Lower Grade Glioma (LGG),Temozolomide,ANKRD16,4.11E-15,LINK
488,Brain Lower Grade Glioma (LGG),Temozolomide,FBXO18,4.11E-15,LINK
489,Brain Lower Grade Glioma (LGG),Temozolomide,IL15RA,4.11E-15,LINK
490,Brain Lower Grade Glioma (LGG),Temozolomide,ZNF365,4.11E-15,LINK
491,Brain Lower Grade Glioma (LGG),Temozolomide,ADO,4.11E-15,LINK
492,Brain Lower Grade Glioma (LGG),Temozolomide,EGR2,4.11E-15,LINK
493,Brain Lower Grade Glioma (LGG),Temozolomide,NRBF2,4.11E-15,LINK
494,Brain Lower Grade Glioma (LGG),Temozolomide,JMJD1C,4.11E-15,LINK
495,Brain Lower Grade Glioma (LGG),Temozolomide,MIR1296,4.11E-15,LINK
496,Brain Lower Grade Glioma (LGG),Temozolomide,REEP3,4.11E-15,LINK
497,Brain Lower Grade Glioma (LGG),Temozolomide,LINC00700,4.66E-15,LINK
498,Brain Lower Grade Glioma (LGG),Temozolomide,LINC00701,4.66E-15,LINK
499,Brain Lower Grade Glioma (LGG),Temozolomide,PFKP,4.66E-15,LINK
500,Brain Lower Grade Glioma (LGG),Temozolomide,PITRM1,4.66E-15,LINK
501,Brain Lower Grade Glioma (LGG),Temozolomide,LINC00702,4.66E-15,LINK
502,Brain Lower Grade Glioma (LGG),Temozolomide,LINC00703,4.66E-15,LINK
503,Brain Lower Grade Glioma (LGG),Temozolomide,IL2RA,4.88E-15,LINK
504,Brain Lower Grade Glioma (LGG),Temozolomide,SNORA14,4.88E-15,LINK
505,Brain Lower Grade Glioma (LGG),Temozolomide,PFKFB3,4.88E-15,LINK
506,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SKP78,4.88E-15,LINK
507,Brain Lower Grade Glioma (LGG),Temozolomide,MIR3155A,4.88E-15,LINK
508,Brain Lower Grade Glioma (LGG),Temozolomide,DKFZP667F0711,4.88E-15,LINK
509,Brain Lower Grade Glioma (LGG),Temozolomide,PRKCQ,4.88E-15,LINK
510,Brain Lower Grade Glioma (LGG),Temozolomide,LINC00707,4.88E-15,LINK
511,Brain Lower Grade Glioma (LGG),Temozolomide,SUFU,5.00E-15,LINK
512,Brain Lower Grade Glioma (LGG),Temozolomide,TRIM8,5.00E-15,LINK
513,Brain Lower Grade Glioma (LGG),Temozolomide,ARL3,5.00E-15,LINK
514,Brain Lower Grade Glioma (LGG),Temozolomide,SFXN2,5.00E-15,LINK
515,Brain Lower Grade Glioma (LGG),Temozolomide,WBP1L,5.00E-15,LINK
516,Brain Lower Grade Glioma (LGG),Temozolomide,CYP17A1,5.00E-15,LINK
517,Brain Lower Grade Glioma (LGG),Temozolomide,C10orf32,5.00E-15,LINK
518,Brain Lower Grade Glioma (LGG),Temozolomide,SFMBT2,5.33E-15,LINK
519,Brain Lower Grade Glioma (LGG),Temozolomide,ITIH5,5.33E-15,LINK
520,Brain Lower Grade Glioma (LGG),Temozolomide,ITIH2,5.33E-15,LINK
521,Brain Lower Grade Glioma (LGG),Temozolomide,KIN,5.33E-15,LINK
522,Brain Lower Grade Glioma (LGG),Temozolomide,ATP5C1,5.33E-15,LINK
523,Brain Lower Grade Glioma (LGG),Temozolomide,TAF3,5.33E-15,LINK
524,Brain Lower Grade Glioma (LGG),Temozolomide,GATA3,5.33E-15,LINK
525,Brain Lower Grade Glioma (LGG),Temozolomide,LINC00708,5.33E-15,LINK
526,Brain Lower Grade Glioma (LGG),Temozolomide,RNA5SP299,5.33E-15,LINK
527,Brain Lower Grade Glioma (LGG),Temozolomide,LINC00709,5.33E-15,LINK
528,Brain Lower Grade Glioma (LGG),Temozolomide,SFTA1P,5.33E-15,LINK
529,Brain Lower Grade Glioma (LGG),Temozolomide,LINC00710,5.33E-15,LINK
530,Brain Lower Grade Glioma (LGG),Temozolomide,CELF2,5.33E-15,LINK
531,Brain Lower Grade Glioma (LGG),Temozolomide,GHITM,5.33E-15,LINK
532,Brain Lower Grade Glioma (LGG),Temozolomide,C10orf99,5.33E-15,LINK
533,Brain Lower Grade Glioma (LGG),Temozolomide,CDHR1,5.33E-15,LINK
534,Brain Lower Grade Glioma (LGG),Temozolomide,LRIT2,5.33E-15,LINK
535,Brain Lower Grade Glioma (LGG),Temozolomide,LRIT1,5.33E-15,LINK
536,Brain Lower Grade Glioma (LGG),Temozolomide,RGR,5.33E-15,LINK
537,Brain Lower Grade Glioma (LGG),Temozolomide,LINC00858,5.33E-15,LINK
538,Brain Lower Grade Glioma (LGG),Temozolomide,CCSER2,5.33E-15,LINK
539,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SKP84,5.33E-15,LINK
540,Brain Lower Grade Glioma (LGG),Temozolomide,GRID1,5.33E-15,LINK
541,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SKP238,5.33E-15,LINK
542,Brain Lower Grade Glioma (LGG),Temozolomide,RNA5SP322,5.33E-15,LINK
543,Brain Lower Grade Glioma (LGG),Temozolomide,MIR346,5.33E-15,LINK
544,Brain Lower Grade Glioma (LGG),Temozolomide,WAPAL,5.33E-15,LINK
545,Brain Lower Grade Glioma (LGG),Temozolomide,OPN4,5.33E-15,LINK
546,Brain Lower Grade Glioma (LGG),Temozolomide,LDB3,5.33E-15,LINK
547,Brain Lower Grade Glioma (LGG),Temozolomide,U3|ENSG00000252189.1,5.33E-15,LINK
548,Brain Lower Grade Glioma (LGG),Temozolomide,BMPR1A,5.33E-15,LINK
549,Brain Lower Grade Glioma (LGG),Temozolomide,MMRN2,5.33E-15,LINK
550,Brain Lower Grade Glioma (LGG),Temozolomide,SNCG,5.33E-15,LINK
551,Brain Lower Grade Glioma (LGG),Temozolomide,ADIRF,5.33E-15,LINK
552,Brain Lower Grade Glioma (LGG),Temozolomide,AGAP11,5.33E-15,LINK
553,Brain Lower Grade Glioma (LGG),Temozolomide,FAM25A,5.33E-15,LINK
554,Brain Lower Grade Glioma (LGG),Temozolomide,GLUD1,5.33E-15,LINK
555,Brain Lower Grade Glioma (LGG),Temozolomide,FAM35A,5.33E-15,LINK
556,Brain Lower Grade Glioma (LGG),Temozolomide,LINC00863,5.33E-15,LINK
557,Brain Lower Grade Glioma (LGG),Temozolomide,NUTM2A,5.33E-15,LINK
558,Brain Lower Grade Glioma (LGG),Temozolomide,NUTM2D,5.33E-15,LINK
559,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SL733P,5.33E-15,LINK
560,Brain Lower Grade Glioma (LGG),Temozolomide,MINPP1,5.66E-15,LINK
561,Brain Lower Grade Glioma (LGG),Temozolomide,PAPSS2,5.66E-15,LINK
562,Brain Lower Grade Glioma (LGG),Temozolomide,C10orf129,5.66E-15,LINK
563,Brain Lower Grade Glioma (LGG),Temozolomide,CWF19L1,5.66E-15,LINK
564,Brain Lower Grade Glioma (LGG),Temozolomide,BLOC1S2,5.66E-15,LINK
565,Brain Lower Grade Glioma (LGG),Temozolomide,PKD2L1,5.66E-15,LINK
566,Brain Lower Grade Glioma (LGG),Temozolomide,SCD,5.66E-15,LINK
567,Brain Lower Grade Glioma (LGG),Temozolomide,LINC00263,5.66E-15,LINK
568,Brain Lower Grade Glioma (LGG),Temozolomide,WNT8B,5.66E-15,LINK
569,Brain Lower Grade Glioma (LGG),Temozolomide,SEC31B,5.66E-15,LINK
570,Brain Lower Grade Glioma (LGG),Temozolomide,NDUFB8,5.66E-15,LINK
571,Brain Lower Grade Glioma (LGG),Temozolomide,NRG3,6.11E-15,LINK
572,Brain Lower Grade Glioma (LGG),Temozolomide,FFAR4,7.55E-15,LINK
573,Brain Lower Grade Glioma (LGG),Temozolomide,RBP4,7.55E-15,LINK
574,Brain Lower Grade Glioma (LGG),Temozolomide,PDE6C,7.55E-15,LINK
575,Brain Lower Grade Glioma (LGG),Temozolomide,FRA10AC1,7.55E-15,LINK
576,Brain Lower Grade Glioma (LGG),Temozolomide,LGI1,7.55E-15,LINK
577,Brain Lower Grade Glioma (LGG),Temozolomide,SLC35G1,7.55E-15,LINK
578,Brain Lower Grade Glioma (LGG),Temozolomide,PIPSL,7.55E-15,LINK
579,Brain Lower Grade Glioma (LGG),Temozolomide,ATAD1,9.33E-15,LINK
580,Brain Lower Grade Glioma (LGG),Temozolomide,CFL1P1,9.33E-15,LINK
581,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SL78P,9.33E-15,LINK
582,Brain Lower Grade Glioma (LGG),Temozolomide,KLLN,9.33E-15,LINK
583,Brain Lower Grade Glioma (LGG),Temozolomide,LIPJ,9.33E-15,LINK
584,Brain Lower Grade Glioma (LGG),Temozolomide,LIPF,9.33E-15,LINK
585,Brain Lower Grade Glioma (LGG),Temozolomide,LIPK,9.33E-15,LINK
586,Brain Lower Grade Glioma (LGG),Temozolomide,LIPN,9.33E-15,LINK
587,Brain Lower Grade Glioma (LGG),Temozolomide,LIPM,9.33E-15,LINK
588,Brain Lower Grade Glioma (LGG),Temozolomide,ANKRD22,9.33E-15,LINK
589,Brain Lower Grade Glioma (LGG),Temozolomide,STAMBPL1,9.33E-15,LINK
590,Brain Lower Grade Glioma (LGG),Temozolomide,ACTA2,9.33E-15,LINK
591,Brain Lower Grade Glioma (LGG),Temozolomide,FAS,9.33E-15,LINK
592,Brain Lower Grade Glioma (LGG),Temozolomide,snoU13|ENSG00000238991.1,9.33E-15,LINK
593,Brain Lower Grade Glioma (LGG),Temozolomide,CH25H,9.33E-15,LINK
594,Brain Lower Grade Glioma (LGG),Temozolomide,LIPA,9.33E-15,LINK
595,Brain Lower Grade Glioma (LGG),Temozolomide,IFIT2,9.33E-15,LINK
596,Brain Lower Grade Glioma (LGG),Temozolomide,IFIT3,9.33E-15,LINK
597,Brain Lower Grade Glioma (LGG),Temozolomide,IFIT1B,9.33E-15,LINK
598,Brain Lower Grade Glioma (LGG),Temozolomide,IFIT1,9.33E-15,LINK
599,Brain Lower Grade Glioma (LGG),Temozolomide,IFIT5,9.33E-15,LINK
600,Brain Lower Grade Glioma (LGG),Temozolomide,SLC16A12,9.33E-15,LINK
601,Brain Lower Grade Glioma (LGG),Temozolomide,PANK1,9.33E-15,LINK
602,Brain Lower Grade Glioma (LGG),Temozolomide,MIR107,9.33E-15,LINK
603,Brain Lower Grade Glioma (LGG),Temozolomide,KIF20B,9.33E-15,LINK
604,Brain Lower Grade Glioma (LGG),Temozolomide,LINC00865,9.33E-15,LINK
605,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SKP143,9.33E-15,LINK
606,Brain Lower Grade Glioma (LGG),Temozolomide,HTR7,9.33E-15,LINK
607,Brain Lower Grade Glioma (LGG),Temozolomide,RPP30,9.33E-15,LINK
608,Brain Lower Grade Glioma (LGG),Temozolomide,ANKRD1,9.33E-15,LINK
609,Brain Lower Grade Glioma (LGG),Temozolomide,LINC00502,9.33E-15,LINK
610,Brain Lower Grade Glioma (LGG),Temozolomide,PCGF5,9.33E-15,LINK
611,Brain Lower Grade Glioma (LGG),Temozolomide,HECTD2,9.33E-15,LINK
612,Brain Lower Grade Glioma (LGG),Temozolomide,PPP1R3C,9.33E-15,LINK
613,Brain Lower Grade Glioma (LGG),Temozolomide,TNKS2,9.33E-15,LINK
614,Brain Lower Grade Glioma (LGG),Temozolomide,FGFBP3,9.33E-15,LINK
615,Brain Lower Grade Glioma (LGG),Temozolomide,BTAF1,9.33E-15,LINK
616,Brain Lower Grade Glioma (LGG),Temozolomide,CPEB3,9.33E-15,LINK
617,Brain Lower Grade Glioma (LGG),Temozolomide,SNORA25|ENSG00000252993.1,9.33E-15,LINK
618,Brain Lower Grade Glioma (LGG),Temozolomide,March5,9.33E-15,LINK
619,Brain Lower Grade Glioma (LGG),Temozolomide,HHEX,9.33E-15,LINK
620,Brain Lower Grade Glioma (LGG),Temozolomide,IDE,9.33E-15,LINK
621,Brain Lower Grade Glioma (LGG),Temozolomide,KIF11,9.33E-15,LINK
622,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SL644P,9.33E-15,LINK
623,Brain Lower Grade Glioma (LGG),Temozolomide,EXOC6,9.33E-15,LINK
624,Brain Lower Grade Glioma (LGG),Temozolomide,CYP26C1,9.33E-15,LINK
625,Brain Lower Grade Glioma (LGG),Temozolomide,CYP26A1,9.33E-15,LINK
626,Brain Lower Grade Glioma (LGG),Temozolomide,MYOF,9.33E-15,LINK
627,Brain Lower Grade Glioma (LGG),Temozolomide,CEP55,9.33E-15,LINK
628,Brain Lower Grade Glioma (LGG),Temozolomide,RNA5SP323,9.33E-15,LINK
629,Brain Lower Grade Glioma (LGG),Temozolomide,PLCE1,9.33E-15,LINK
630,Brain Lower Grade Glioma (LGG),Temozolomide,RNY4P26,9.33E-15,LINK
