Index,Cancer,Drug,Gene,Raw P value,Link
12120,Lung squamous cell carcinoma (LUSC),Cisplatin,RN7SL620P,0.02297459569,LINK
12121,Lung squamous cell carcinoma (LUSC),Cisplatin,KRT16P2,0.02297459569,LINK
12122,Lung squamous cell carcinoma (LUSC),Cisplatin,KRT17P1,0.02297459569,LINK
12123,Lung squamous cell carcinoma (LUSC),Cisplatin,USP32P1,0.02297459569,LINK
12124,Lung squamous cell carcinoma (LUSC),Cisplatin,TBC1D27,0.02297459569,LINK
12125,Lung squamous cell carcinoma (LUSC),Cisplatin,TNFRSF13B,0.02297459569,LINK
12126,Lung squamous cell carcinoma (LUSC),Cisplatin,MPRIP,0.02297459569,LINK
12127,Lung squamous cell carcinoma (LUSC),Cisplatin,RN7SL775P,0.02297459569,LINK
12128,Lung squamous cell carcinoma (LUSC),Cisplatin,PLD6,0.02297459569,LINK
12129,Lung squamous cell carcinoma (LUSC),Cisplatin,FLCN,0.02297459569,LINK
12130,Lung squamous cell carcinoma (LUSC),Cisplatin,COPS3,0.02297459569,LINK
12131,Lung squamous cell carcinoma (LUSC),Cisplatin,NT5M,0.02297459569,LINK
12132,Lung squamous cell carcinoma (LUSC),Cisplatin,MED9,0.02297459569,LINK
12133,Lung squamous cell carcinoma (LUSC),Cisplatin,RASD1,0.02297459569,LINK
12134,Lung squamous cell carcinoma (LUSC),Cisplatin,PEMT,0.02297459569,LINK
12135,Lung squamous cell carcinoma (LUSC),Cisplatin,SMCR2,0.02297459569,LINK
12136,Lung squamous cell carcinoma (LUSC),Cisplatin,RAI1,0.02297459569,LINK
12137,Mesothelioma (MESO),Cisplatin,MYO18B,0.02298415474,LINK
12138,Mesothelioma (MESO),Cisplatin,RN7SKP169,0.02298415474,LINK
12139,Mesothelioma (MESO),Cisplatin,SEZ6L,0.02298415474,LINK
12140,Mesothelioma (MESO),Cisplatin,RNA5SP495,0.02298415474,LINK
12141,Mesothelioma (MESO),Cisplatin,ASPHD2,0.02298415474,LINK
12142,Mesothelioma (MESO),Cisplatin,HPS4,0.02298415474,LINK
12143,Mesothelioma (MESO),Cisplatin,SRRD,0.02298415474,LINK
12144,Mesothelioma (MESO),Cisplatin,TFIP11,0.02298415474,LINK
12145,Mesothelioma (MESO),Cisplatin,TPST2,0.02298415474,LINK
12146,Mesothelioma (MESO),Cisplatin,MIR548J,0.02298415474,LINK
12147,Mesothelioma (MESO),Cisplatin,CRYBB1,0.02298415474,LINK
12148,Mesothelioma (MESO),Cisplatin,CRYBA4,0.02298415474,LINK
12149,Mesothelioma (MESO),Cisplatin,MIAT,0.02298415474,LINK
12150,Mesothelioma (MESO),Cisplatin,MN1,0.02298415474,LINK
12151,Mesothelioma (MESO),Cisplatin,PITPNB,0.02298415474,LINK
12152,Mesothelioma (MESO),Cisplatin,RN7SL757P,0.02298415474,LINK
12153,Mesothelioma (MESO),Cisplatin,SNORD42|ENSG00000201209.1,0.02298415474,LINK
12154,Ovarian serous cystadenocarcinoma (OV),Cisplatin,GOSR1,0.02302108722,LINK
12155,Ovarian serous cystadenocarcinoma (OV),Cisplatin,TBC1D29,0.02302108722,LINK
12156,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,PPP1R14C,0.02313382396,LINK
12157,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,IYD,0.02313382396,LINK
12158,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,PLEKHG1,0.02313382396,LINK
12159,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,PLCB4,0.02314837999,LINK
12160,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,LAMP5,0.02314837999,LINK
12161,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,PAK7,0.02314837999,LINK
12162,Ovarian serous cystadenocarcinoma (OV),Cisplatin,ITPR2,0.02321432646,LINK
12163,Ovarian serous cystadenocarcinoma (OV),Cisplatin,ASUN,0.02321432646,LINK
12164,Mesothelioma (MESO),Cisplatin,IFI44L,0.02323671595,LINK
12165,Mesothelioma (MESO),Cisplatin,IFI44,0.02323671595,LINK
12166,Mesothelioma (MESO),Cisplatin,ELTD1,0.02323671595,LINK
12167,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,MIR4495,0.02336930153,LINK
12168,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,MIR4303,0.02336930153,LINK
12169,Ovarian serous cystadenocarcinoma (OV),Cisplatin,HIST1H2AI,0.02349845442,LINK
12170,Ovarian serous cystadenocarcinoma (OV),Cisplatin,HIST1H2AJ,0.02349845442,LINK
12171,Ovarian serous cystadenocarcinoma (OV),Cisplatin,HIST1H2BL,0.02349845442,LINK
12172,Ovarian serous cystadenocarcinoma (OV),Cisplatin,HIST1H2BM,0.02349845442,LINK
12173,Ovarian serous cystadenocarcinoma (OV),Cisplatin,HIST1H3H,0.02349845442,LINK
12174,Ovarian serous cystadenocarcinoma (OV),Cisplatin,HIST1H4J,0.02349845442,LINK
12175,Ovarian serous cystadenocarcinoma (OV),Cisplatin,HIST1H4K,0.02349845442,LINK
12176,Ovarian serous cystadenocarcinoma (OV),Cisplatin,ZKSCAN8,0.02349845442,LINK
12177,Ovarian serous cystadenocarcinoma (OV),Cisplatin,ZNF192P1,0.02349845442,LINK
12178,Ovarian serous cystadenocarcinoma (OV),Cisplatin,ZSCAN9,0.02349845442,LINK
12179,Ovarian serous cystadenocarcinoma (OV),Cisplatin,ZKSCAN4,0.02349845442,LINK
12180,Ovarian serous cystadenocarcinoma (OV),Cisplatin,NKAPL,0.02349845442,LINK
12181,Ovarian serous cystadenocarcinoma (OV),Cisplatin,PGBD1,0.02349845442,LINK
12182,Ovarian serous cystadenocarcinoma (OV),Cisplatin,ZSCAN31,0.02349845442,LINK
12183,Ovarian serous cystadenocarcinoma (OV),Cisplatin,ZKSCAN3,0.02349845442,LINK
12184,Ovarian serous cystadenocarcinoma (OV),Cisplatin,ZSCAN12,0.02349845442,LINK
12185,Ovarian serous cystadenocarcinoma (OV),Cisplatin,ZSCAN23,0.02349845442,LINK
12186,Ovarian serous cystadenocarcinoma (OV),Cisplatin,GPX6,0.02349845442,LINK
12187,Ovarian serous cystadenocarcinoma (OV),Cisplatin,GPX5,0.02349845442,LINK
12188,Ovarian serous cystadenocarcinoma (OV),Cisplatin,SCAND3,0.02349845442,LINK
12189,Lung squamous cell carcinoma (LUSC),Cisplatin,AGR2,0.02358494134,LINK
12190,Lung squamous cell carcinoma (LUSC),Cisplatin,AGR3,0.02358494134,LINK
12191,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,MUC17,0.02362824425,LINK
12192,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,RN7SKP54,0.02362824425,LINK
12193,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,TRIM56,0.02362824425,LINK
12194,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,SERPINE1,0.02362824425,LINK
12195,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,AP1S1,0.02362824425,LINK
12196,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,MIR4653,0.02362824425,LINK
12197,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,VGF,0.02362824425,LINK
12198,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,NAT16,0.02362824425,LINK
12199,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,MOGAT3,0.02362824425,LINK
12200,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,PLOD3,0.02362824425,LINK
12201,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,ZNHIT1,0.02362824425,LINK
12202,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,CLDN15,0.02362824425,LINK
12203,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,FIS1,0.02362824425,LINK
12204,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,COL26A1,0.02362824425,LINK
12205,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,RABL5,0.02362824425,LINK
12206,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,ATG16L2,0.02365544816,LINK
12207,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,FCHSD2,0.02365544816,LINK
12208,Lung squamous cell carcinoma (LUSC),Cisplatin,RNF125,0.02375436542,LINK
12209,Lung squamous cell carcinoma (LUSC),Cisplatin,RNF138,0.02375436542,LINK
12210,Lung squamous cell carcinoma (LUSC),Cisplatin,snoU13|ENSG00000238982.1,0.02375436542,LINK
12211,Lung squamous cell carcinoma (LUSC),Cisplatin,GAREM,0.02375436542,LINK
12212,Lung squamous cell carcinoma (LUSC),Cisplatin,RNA5SP453,0.02375436542,LINK
12213,Lung squamous cell carcinoma (LUSC),Cisplatin,MEP1B,0.02375436542,LINK
12214,Lung adenocarcinoma (LUAD),Cisplatin,NTNG2,0.02376849112,LINK
12215,Lung adenocarcinoma (LUAD),Cisplatin,SETX,0.02376849112,LINK
12216,Lung adenocarcinoma (LUAD),Cisplatin,TTF1,0.02376849112,LINK
12217,Lung adenocarcinoma (LUAD),Cisplatin,C9orf171,0.02376849112,LINK
12218,Lung adenocarcinoma (LUAD),Cisplatin,BARHL1,0.02376849112,LINK
12219,Lung adenocarcinoma (LUAD),Cisplatin,DDX31,0.02376849112,LINK
12220,Lung adenocarcinoma (LUAD),Cisplatin,GTF3C4,0.02376849112,LINK
12221,Lung adenocarcinoma (LUAD),Cisplatin,AK8,0.02376849112,LINK
12222,Bladder Urothelial Carcinoma (BLCA),Cisplatin,CAP2,0.02377624135,LINK
12223,Bladder Urothelial Carcinoma (BLCA),Cisplatin,FAM8A1,0.02377624135,LINK
12224,Bladder Urothelial Carcinoma (BLCA),Cisplatin,NUP153,0.02377624135,LINK
12225,Bladder Urothelial Carcinoma (BLCA),Cisplatin,RNA5SP204,0.02377624135,LINK
12226,Bladder Urothelial Carcinoma (BLCA),Cisplatin,KIF13A,0.02377624135,LINK
12227,Bladder Urothelial Carcinoma (BLCA),Cisplatin,NHLRC1,0.02377624135,LINK
12228,Bladder Urothelial Carcinoma (BLCA),Cisplatin,TPMT,0.02377624135,LINK
12229,Bladder Urothelial Carcinoma (BLCA),Cisplatin,KDM1B,0.02377624135,LINK
12230,Bladder Urothelial Carcinoma (BLCA),Cisplatin,RNF144B,0.02377624135,LINK
12231,Bladder Urothelial Carcinoma (BLCA),Cisplatin,snoU13|ENSG00000238458.1,0.02377624135,LINK
12232,Bladder Urothelial Carcinoma (BLCA),Cisplatin,MIR548A1,0.02377624135,LINK
12233,Ovarian serous cystadenocarcinoma (OV),Cisplatin,PVT1,0.0237782747,LINK
12234,Ovarian serous cystadenocarcinoma (OV),Cisplatin,MIR1208,0.0237782747,LINK
12235,Ovarian serous cystadenocarcinoma (OV),Cisplatin,RN7SKP226,0.0237782747,LINK
12236,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,DHODH,0.02382356404,LINK
12237,Lung adenocarcinoma (LUAD),Cisplatin,TMEM141,0.02390158677,LINK
12238,Lung adenocarcinoma (LUAD),Cisplatin,KIAA1984,0.02390158677,LINK
12239,Lung adenocarcinoma (LUAD),Cisplatin,RABL6,0.02390158677,LINK
12240,Lung adenocarcinoma (LUAD),Cisplatin,C9orf172,0.02390158677,LINK
12241,Lung adenocarcinoma (LUAD),Cisplatin,EDF1,0.02390158677,LINK
12242,Lung adenocarcinoma (LUAD),Cisplatin,MAMDC4,0.02390158677,LINK
12243,Lung adenocarcinoma (LUAD),Cisplatin,MIR4292,0.02390158677,LINK
12244,Lung adenocarcinoma (LUAD),Cisplatin,PHPT1,0.02390158677,LINK
12245,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,PMFBP1,0.02394343584,LINK
12246,Lung squamous cell carcinoma (LUSC),Cisplatin,ALOX5AP,0.02402018974,LINK
12247,Lung squamous cell carcinoma (LUSC),Cisplatin,LINC00398,0.02402018974,LINK
12248,Lung squamous cell carcinoma (LUSC),Cisplatin,LINC00545,0.02402018974,LINK
12249,Lung squamous cell carcinoma (LUSC),Cisplatin,MEDAG,0.02402018974,LINK
12250,Lung squamous cell carcinoma (LUSC),Cisplatin,TEX26,0.02402018974,LINK
12251,Lung squamous cell carcinoma (LUSC),Cisplatin,HSPH1,0.02402018974,LINK
12252,Lung squamous cell carcinoma (LUSC),Cisplatin,B3GALTL,0.02402018974,LINK
12253,Lung squamous cell carcinoma (LUSC),Cisplatin,ZAR1L,0.02402018974,LINK
12254,Lung squamous cell carcinoma (LUSC),Cisplatin,BRCA2,0.02402018974,LINK
12255,Lung squamous cell carcinoma (LUSC),Cisplatin,N4BP2L1,0.02402018974,LINK
12256,Lung squamous cell carcinoma (LUSC),Cisplatin,SNORA16|ENSG00000212293.1,0.02402018974,LINK
12257,Lung squamous cell carcinoma (LUSC),Cisplatin,N4BP2L2,0.02402018974,LINK
12258,Lung squamous cell carcinoma (LUSC),Cisplatin,LINC00571,0.02402018974,LINK
12259,Ovarian serous cystadenocarcinoma (OV),Cisplatin,ALB,0.02408318231,LINK
12260,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,LINC00922,0.02412354622,LINK
12261,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,RNA5SP428,0.02412354622,LINK
12262,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,CDH5,0.02412354622,LINK
12263,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,LINC00920,0.02412354622,LINK
12264,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,BEAN1,0.02412354622,LINK
12265,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,TK2,0.02412354622,LINK
12266,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,CKLF,0.02412354622,LINK
12267,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,CMTM1,0.02412354622,LINK
12268,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,CMTM2,0.02412354622,LINK
12269,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,CMTM3,0.02412354622,LINK
12270,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,CMTM4,0.02412354622,LINK
12271,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,DYNC1LI2,0.02412354622,LINK
12272,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,CCDC79,0.02412354622,LINK
12273,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,NAE1,0.02412354622,LINK
12274,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,CA7,0.02412354622,LINK
12275,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,PDP2,0.02412354622,LINK
12276,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,CDH16,0.02412354622,LINK
12277,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,RRAD,0.02412354622,LINK
12278,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,FAM96B,0.02412354622,LINK
12279,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,CES2,0.02412354622,LINK
12280,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,CES3,0.02412354622,LINK
12281,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,CES4A,0.02412354622,LINK
12282,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,RN7SL543P,0.02412354622,LINK
12283,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,CBFB,0.02412354622,LINK
12284,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,C16orf70,0.02412354622,LINK
12285,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,B3GNT9,0.02412354622,LINK
12286,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,FBXL8,0.02412354622,LINK
12287,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,TRADD,0.02412354622,LINK
12288,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,HSF4,0.02412354622,LINK
12289,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,NOL3,0.02412354622,LINK
12290,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,KIAA0895L,0.02412354622,LINK
12291,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,EXOC3L1,0.02412354622,LINK
12292,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,E2F4,0.02412354622,LINK
12293,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,ELMO3,0.02412354622,LINK
12294,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,MIR328,0.02412354622,LINK
12295,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,LRRC29,0.02412354622,LINK
12296,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,TMEM208,0.02412354622,LINK
12297,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,FHOD1,0.02412354622,LINK
12298,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,SLC9A5,0.02412354622,LINK
12299,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,PLEKHG4,0.02412354622,LINK
12300,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,KCTD19,0.02412354622,LINK
12301,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,RN7SKP118,0.02412354622,LINK
12302,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,LRRC36,0.02412354622,LINK
12303,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,TPPP3,0.02412354622,LINK
12304,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,ZDHHC1,0.02412354622,LINK
12305,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,HSD11B2,0.02412354622,LINK
12306,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,ATP6V0D1,0.02412354622,LINK
12307,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,AGRP,0.02412354622,LINK
12308,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,FAM65A,0.02412354622,LINK
12309,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,CTCF,0.02412354622,LINK
12310,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,RLTPR,0.02412354622,LINK
12311,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,ACD,0.02412354622,LINK
12312,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,C16orf86,0.02412354622,LINK
12313,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,ENKD1,0.02412354622,LINK
12314,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,PARD6A,0.02412354622,LINK
12315,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,GFOD2,0.02412354622,LINK
12316,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,RANBP10,0.02412354622,LINK
12317,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,TSNAXIP1,0.02412354622,LINK
12318,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,CENPT,0.02412354622,LINK
12319,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,THAP11,0.02412354622,LINK
12320,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,NUTF2,0.02412354622,LINK
12321,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,EDC4,0.02412354622,LINK
12322,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,NRN1L,0.02412354622,LINK
12323,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,PSKH1,0.02412354622,LINK
12324,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,CTRL,0.02412354622,LINK
12325,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,PSMB10,0.02412354622,LINK
12326,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,LCAT,0.02412354622,LINK
12327,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,SLC12A4,0.02412354622,LINK
12328,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,DPEP3,0.02412354622,LINK
12329,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,DPEP2,0.02412354622,LINK
12330,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,DUS2L,0.02412354622,LINK
12331,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,DDX28,0.02412354622,LINK
12332,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,NFATC3,0.02412354622,LINK
12333,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,SNORA48|ENSG00000212445.1,0.02412354622,LINK
12334,Lung squamous cell carcinoma (LUSC),Cisplatin,VSTM2A,0.02416292733,LINK
12335,Lung squamous cell carcinoma (LUSC),Cisplatin,SEC61G,0.02416292733,LINK
12336,Lung squamous cell carcinoma (LUSC),Cisplatin,SNORA73|ENSG00000252054.1,0.02416292733,LINK
12337,Lung squamous cell carcinoma (LUSC),Cisplatin,EGFR,0.02416292733,LINK
12338,Lung squamous cell carcinoma (LUSC),Cisplatin,LANCL2,0.02416292733,LINK
12339,Lung squamous cell carcinoma (LUSC),Cisplatin,VOPP1,0.02416292733,LINK
12340,Lung squamous cell carcinoma (LUSC),Cisplatin,FKBP9L,0.02416292733,LINK
12341,Lung squamous cell carcinoma (LUSC),Cisplatin,SEPT14,0.02416292733,LINK
12342,Lung squamous cell carcinoma (LUSC),Cisplatin,MRPS17,0.02416292733,LINK
12343,Lung squamous cell carcinoma (LUSC),Cisplatin,ZNF713,0.02416292733,LINK
12344,Lung squamous cell carcinoma (LUSC),Cisplatin,RN7SL64P,0.02416292733,LINK
12345,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,RNA5SP251,0.02416628927,LINK
12346,Ovarian serous cystadenocarcinoma (OV),Cisplatin,CYP17A1,0.02421403207,LINK
12347,Ovarian serous cystadenocarcinoma (OV),Cisplatin,C10ORF32,0.02421403207,LINK
12348,Ovarian serous cystadenocarcinoma (OV),Cisplatin,C10orf32,0.02421403207,LINK
12349,Ovarian serous cystadenocarcinoma (OV),Cisplatin,AS3MT,0.02421403207,LINK
12350,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,MYO16,0.02423287249,LINK
12351,Bladder Urothelial Carcinoma (BLCA),Cisplatin,MLLT4,0.02423499476,LINK
12352,Bladder Urothelial Carcinoma (BLCA),Cisplatin,DACT2,0.02423499476,LINK
12353,Bladder Urothelial Carcinoma (BLCA),Cisplatin,FRMD1,0.02423499476,LINK
12354,Bladder Urothelial Carcinoma (BLCA),Cisplatin,KIF25,0.02423499476,LINK
12355,Bladder Urothelial Carcinoma (BLCA),Cisplatin,SMOC2,0.02423499476,LINK
12356,Bladder Urothelial Carcinoma (BLCA),Cisplatin,THBS2,0.02423499476,LINK
12357,Bladder Urothelial Carcinoma (BLCA),Cisplatin,WDR27,0.02423499476,LINK
12358,Bladder Urothelial Carcinoma (BLCA),Cisplatin,C6orf120,0.02423499476,LINK
12359,Bladder Urothelial Carcinoma (BLCA),Cisplatin,PHF10,0.02423499476,LINK
12360,Bladder Urothelial Carcinoma (BLCA),Cisplatin,TCTE3,0.02423499476,LINK
12361,Bladder Urothelial Carcinoma (BLCA),Cisplatin,C6orf70,0.02423499476,LINK
12362,Bladder Urothelial Carcinoma (BLCA),Cisplatin,LINC00242,0.02423499476,LINK
12363,Bladder Urothelial Carcinoma (BLCA),Cisplatin,LINC00574,0.02423499476,LINK
12364,Bladder Urothelial Carcinoma (BLCA),Cisplatin,DLL1,0.02423499476,LINK
12365,Bladder Urothelial Carcinoma (BLCA),Cisplatin,FAM120B,0.02423499476,LINK
12366,Bladder Urothelial Carcinoma (BLCA),Cisplatin,MIR4644,0.02423499476,LINK
12367,Bladder Urothelial Carcinoma (BLCA),Cisplatin,PSMB1,0.02423499476,LINK
12368,Bladder Urothelial Carcinoma (BLCA),Cisplatin,TBP,0.02423499476,LINK
12369,Bladder Urothelial Carcinoma (BLCA),Cisplatin,PDCD2,0.02423499476,LINK
12370,Lung squamous cell carcinoma (LUSC),Cisplatin,SNRPC,0.02424834854,LINK
12371,Lung squamous cell carcinoma (LUSC),Cisplatin,TAF11,0.02424834854,LINK
12372,Lung squamous cell carcinoma (LUSC),Cisplatin,UHRF1BP1,0.02424834854,LINK
12373,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,LINC00348,0.02427974786,LINK
12374,Ovarian serous cystadenocarcinoma (OV),Cisplatin,PJA2,0.02429616738,LINK
12375,Ovarian serous cystadenocarcinoma (OV),Cisplatin,MAN2A1,0.02429616738,LINK
12376,Ovarian serous cystadenocarcinoma (OV),Cisplatin,RN7SKP230,0.02429616738,LINK
12377,Ovarian serous cystadenocarcinoma (OV),Cisplatin,TMEM232,0.02429616738,LINK
12378,Ovarian serous cystadenocarcinoma (OV),Cisplatin,MIR548F3,0.02429616738,LINK
12379,Ovarian serous cystadenocarcinoma (OV),Cisplatin,SNORA51|ENSG00000207177.1,0.02429616738,LINK
12380,Ovarian serous cystadenocarcinoma (OV),Cisplatin,SLC25A46,0.02429616738,LINK
12381,Bladder Urothelial Carcinoma (BLCA),Cisplatin,PDE10A,0.02431837115,LINK
12382,Bladder Urothelial Carcinoma (BLCA),Cisplatin,SDIM1,0.02431837115,LINK
12383,Bladder Urothelial Carcinoma (BLCA),Cisplatin,LINC00473,0.02431837115,LINK
12384,Bladder Urothelial Carcinoma (BLCA),Cisplatin,SNORD45|ENSG00000231297.2,0.02431837115,LINK
12385,Bladder Urothelial Carcinoma (BLCA),Cisplatin,T,0.02431837115,LINK
12386,Bladder Urothelial Carcinoma (BLCA),Cisplatin,PRR18,0.02431837115,LINK
12387,Bladder Urothelial Carcinoma (BLCA),Cisplatin,SFT2D1,0.02431837115,LINK
12388,Bladder Urothelial Carcinoma (BLCA),Cisplatin,MPC1,0.02431837115,LINK
12389,Bladder Urothelial Carcinoma (BLCA),Cisplatin,RPS6KA2,0.02431837115,LINK
12390,Bladder Urothelial Carcinoma (BLCA),Cisplatin,MIR1913,0.02431837115,LINK
12391,Bladder Urothelial Carcinoma (BLCA),Cisplatin,RNASET2,0.02431837115,LINK
12392,Bladder Urothelial Carcinoma (BLCA),Cisplatin,FGFR1OP,0.02431837115,LINK
12393,Bladder Urothelial Carcinoma (BLCA),Cisplatin,MIR3939,0.02431837115,LINK
12394,Bladder Urothelial Carcinoma (BLCA),Cisplatin,CCR6,0.02431837115,LINK
12395,Bladder Urothelial Carcinoma (BLCA),Cisplatin,TCP10L2,0.02431837115,LINK
12396,Bladder Urothelial Carcinoma (BLCA),Cisplatin,C6orf123,0.02431837115,LINK
12397,Bladder Urothelial Carcinoma (BLCA),Cisplatin,GPR31,0.02431837115,LINK
12398,Bladder Urothelial Carcinoma (BLCA),Cisplatin,TCP10,0.02431837115,LINK
12399,Bladder Urothelial Carcinoma (BLCA),Cisplatin,TTLL2,0.02431837115,LINK
12400,Bladder Urothelial Carcinoma (BLCA),Cisplatin,UNC93A,0.02431837115,LINK
12401,Ovarian serous cystadenocarcinoma (OV),Cisplatin,KIAA1211,0.02433440675,LINK
12402,Ovarian serous cystadenocarcinoma (OV),Cisplatin,TNKS,0.02443754325,LINK
12403,Ovarian serous cystadenocarcinoma (OV),Cisplatin,MIR597,0.02443754325,LINK
12404,Ovarian serous cystadenocarcinoma (OV),Cisplatin,KIF2B,0.02448235894,LINK
12405,Bladder Urothelial Carcinoma (BLCA),Cisplatin,MIR548X2,0.02451618409,LINK
12406,Bladder Urothelial Carcinoma (BLCA),Cisplatin,E2F3,0.02455123162,LINK
12407,Bladder Urothelial Carcinoma (BLCA),Cisplatin,RN7SL128P,0.02455123162,LINK
12408,Ovarian serous cystadenocarcinoma (OV),Cisplatin,MMD,0.02456127204,LINK
12409,Bladder Urothelial Carcinoma (BLCA),Cisplatin,ID4,0.02464579755,LINK
12410,Bladder Urothelial Carcinoma (BLCA),Cisplatin,MBOAT1,0.02464579755,LINK
12411,Lung adenocarcinoma (LUAD),Cisplatin,MAPKBP1,0.02467794092,LINK
